Gene	S00022	S00050	S00472	S00501	S00827	S00830	S00836	S00837	S01453	S01494	S01556	S01563	S01698	S01728	S01792
FAM170A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM171A1	11.0669	4.09532	29.2026	30.8649	14.144	9.35953	12.9858	20.5231	13.2625	7.29336	36.0304	15.9821	20.4465	22.8084	4.84666
FAM171B	11.78	12.0269	15.3459	20.1948	13.7766	7.9644	11.6981	2.55343	23.6604	30.6759	2.56171	3.32716	3.51485	6.24904	17.6595
FAM172A	8.95094	5.4944	9.26725	13.1061	5.87126	3.7474	9.28316	4.99037	7.86993	3.59242	4.08227	4.79549	6.14155	5.10602	11.8555
FAM174A	28.7644	12.4963	48.3093	31.0027	6.9151	8.83353	33.7211	9.03251	14.9656	3.39866	9.99515	8.62151	16.7619	22.5876	25.0343
FAM177B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM178B	0.654208	0.26191	2.29334	10.4151	1.65887	0.115556	2.14737	0.29856	1.93021	0.172593	0.503154	4.34744	0.943565	4.32642	0.911876
FAM180A	0	0	0	0.181207	0.337062	0.84368	0.355256	0.513738	0.53469	0	0	0.619429	0.395823	0.960169	1.03539
FAM181A	0	0.1731	0.780922	4.12803	0	0.410457	0	0	0	0	0	0	0	4.45366	0
FAM181B	0.244664	0	0	0	0	0.192697	0	3.46231	0	0	1.87456	0	0	0	0.582072
FAM184A	3.94053	5.84744	1.48511	1.3311	2.42146	1.16915	1.34852	0.55542	2.07788	0.818375	6.63505	2.74072	2.43674	1.56808	3.47928
FAM186B	0.169592	0.144448	0.204722	0.313247	0.173341	0.186819	0.254235	0.166266	0.310389	0.306981	0	0.258242	0.292385	0.120883	0
FAM187B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM20A	0.256011	0.870503	3.17688	5.32288	0.952285	6.00906	2.78208	6.47963	0.860044	0.978973	1.36193	5.11073	5.69871	3.95378	4.13694
FAM20B	28.1256	34.0338	24.1693	24.5121	21.9072	15.6248	15.8964	24.038	25.4738	35.2219	34.4258	24.6409	17.1419	24.7148	25.9221
FAM24A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM24B	17.6963	2.43943	3.1589	4.57798	24.9267	3.54147	5.97536	4.40471	16.2137	4.36919	5.18682	3.90554	4.0174	6.75791	0
FAM32A	48.4556	50.1593	65.7914	58.0866	65.5646	43.5555	45.4854	29.5449	62.689	52.8452	60.7797	65.7662	96.6255	69.1628	59.8425
FAM3A	17.4339	20.8057	29.7851	18.16	24.3995	16.6498	18.221	16.7488	13.9407	26.6276	16.5357	11.7644	11.9496	24.8021	23.2641
FAM3B	18.1052	17.118	6.48857	14.6046	19.1497	0.645785	31.9686	4.48018	28.2011	0	1.71466	20.5879	8.29724	8.37874	1.26352
FAM3C	6.5377	10.5558	19.1744	15.3178	16.128	10.0158	17.1376	9.18074	22.2941	21.0418	12.7002	10.7734	11.629	21.8681	29.2886
FAM3D	0.390083	0.218044	0	0	0	0.209377	0.540967	0.288484	0	0	0	0	0.298417	0.354172	1.49339
FAM43A	15.2294	1.87577	11.5906	20.9869	3.92069	4.77733	3.95773	14.9849	1.77374	3.4189	3.02464	5.88842	2.25142	6.50581	6.88847
FAM43B	4.41758	0.408087	0	0.266994	0.972834	0.390864	0.1101	0.825083	0	0.320559	0.839251	0	0.181116	0	0.203637
FAM47A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM47B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM47C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM49A	3.68692	5.29244	1.68097	5.36894	8.76393	2.70091	2.24561	5.3713	1.41785	1.21856	36.9195	2.60465	2.4195	1.00771	2.43225
FAM49B	13.5064	13.0751	8.89476	11.0256	9.39741	7.18889	8.11952	4.42607	7.94603	23.3093	6.12491	8.79332	9.70459	7.15115	15.9107
FAM50B	11.2185	11.7484	9.35877	5.63536	7.36148	4.75323	5.47458	5.30142	6.37045	5.56413	9.68063	9.21034	5.90291	7.75631	4.60226
FAM53A	1.02531	2.96476	0.612104	0.182069	0.273661	1.07637	0.587516	0.421008	0.182734	0.352934	0.211712	1.20832	0.391975	1.2152	0.702914
FAM53B	16.6884	8.31713	3.81438	6.28308	9.43882	12.2424	6.79948	9.35557	11.4863	5.75805	10.393	16.5062	11.3241	13.5226	5.70883
FAM53C	13.8555	17.6229	23.0017	13.8306	8.20593	8.82771	9.97884	10.2414	10.8655	14.0825	6.6074	12.0788	11.9613	9.54304	9.96884
FAM71A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71E1	2.18964	1.12003	0	0.685657	1.71567	0.705765	0.344903	0.460172	2.71839	4.86833	2.1351	6.78835	0.493164	8.7076	0.116347
FAM71F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM72A	0.002589	0.000464	1.34614	6.35158	4.65709	2.12796	0.845695	7.89532	10.7981	6.63319	6.87388	4.87557	5.39505	4.56977	5.69197
FAM72B	4.3628	4.49495	2.92316	4.665	4.61425	1.49345	3.53238	5.8677	10.4005	5.70192	15.4996	3.57647	3.65867	4.85585	6.92776
FAM76A	8.08607	6.7664	6.10877	3.51231	2.75733	3.87595	5.67661	1.44785	5.17469	3.89524	6.78352	0.000423	4.95807	3.86044	9.35153
FAM76B	8.55814	10.6215	8.37268	4.05599	10.7712	5.21401	7.047	8.34656	4.38288	4.04356	12.0745	4.36532	4.94362	5.31314	10.5041
FAM78A	0.501629	1.50345	0.989104	2.60631	1.3789	5.74409	0.189482	3.98852	1.1472	0.150457	0.961299	5.48424	2.54275	0.536827	2.04858
FAM78B	0.417446	0.03084	0	0	0.40619	0.02319	0.14446	0.050607	0.069716	0.008112	0.013483	0.065566	0.061653	0.090516	0.119181
FAM81B	0	0.570471	0	0	0	0	0.926473	0	0	0	0	0	0	1.27625	0.460014
FAM83A	0	0.923654	0.217418	1.32821	0	0.4164	0.345277	0.608597	0	0.337213	0	0.285096	0.088725	0.999878	4.14721
FAM83B	0.153347	0.452941	1.06237	1.05709	3.57839	1.3226	0.183917	1.84634	4.58078	0.551299	0	0.148408	0.672049	0	0.772195
FAM83C	0	0	0	0	0	0	0	0.234531	0	0	0.140896	0	0	0	0.653883
FAM83D	24.5639	19.8532	20.831	20.7187	24.3694	12.9942	13.3521	28.0826	20.0605	37.2726	39.0205	27.2618	29.1431	19.7615	29.2894
FAM83E	0.683692	0.669179	7.45405	7.79564	4.02638	0	7.7338	3.80971	3.33784	0	0	2.33455	1.33455	12.9625	0.684401
FAM83G	3.23787	4.11258	1.82397	3.93128	5.73125	2.23441	0.587833	0.032577	4.60466	3.32591	8.43617	3.3978	0.06921	1.05825	0.020953
FAM83H	5.55192	4.55977	14.6519	6.58383	3.00474	3.57072	4.41555	3.53819	5.7331	8.28396	2.41499	8.3322	3.45395	8.09186	7.67379
FAM89A	1.93276	1.14264	4.28016	12.1088	1.98432	2.38611	3.49753	2.91234	1.25512	26.9921	1.80786	6.12156	3.05497	7.18345	3.55834
FAM89B	21.4206	13.3419	30.2422	6.85907	22.7903	19.6535	14.5226	11.786	12.228	8.86879	23.9781	12.6939	12.5332	10.3824	18.0136
FAM8A1	7.89555	12.172	15.3432	8.029	10.0492	11.2658	7.24053	15.867	12.0335	8.10683	12.7783	14.2042	9.29279	13.6127	12.3127
FAM90A1	0	0	0	0	0.598	0.281193	0.333412	1.05061	0.369993	0.605312	0	0.251918	0	0.139317	0.513839
FAM98A	9.8219	12.8357	4.75204	9.72823	8.62444	8.28949	7.59241	11.0404	6.09226	20.6642	12.5458	13.2142	11.4137	8.30814	10.368
FAM98B	34.9124	26.2167	13.8467	9.40371	19.0737	9.67779	12.0762	20.9147	26.8051	20.3513	33.3544	26.4619	23.4511	15.238	19.5203
FAM98C	4.29656	5.45254	9.37148	3.83551	7.00178	3.62432	5.08231	6.27475	7.83015	6.35818	8.07102	5.04157	8.25897	11.5156	7.67068
FAM9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM9C	0	0	0	0	0	0	0.242039	0	0	0	0	0	0	0	0
FANCA	19.9401	19.5188	8.48282	7.61165	15.578	14.2478	15.6362	12.0658	13.2143	10.6419	10.7846	39.966	14.4788	18.8653	25.293
FANCB	2.16036	2.48128	0.862379	0.795939	1.94545	1.16942	1.89554	2.95158	4.07065	4.16807	0.550709	1.24586	2.67502	1.41809	2.1305
FANCC	12.7769	8.83752	14.1564	9.51147	20.3873	6.71294	15.0796	5.05445	20.6292	8.746	8.67994	15.8692	9.80651	18.1491	13.3936
FANCD2	5.14446	6.79163	2.4249	7.38877	8.45646	3.51815	4.73998	8.90309	3.51708	5.47829	9.25186	4.35229	8.38307	3.27199	6.73297
FANCE	11.3384	15.5229	13.5268	4.86096	20.8203	5.12479	12.6525	8.03331	6.49941	5.21762	11.5007	10.6941	7.16109	9.42098	5.01581
FANCF	8.95394	13.8988	22.803	5.03644	11.8329	13.5924	12.1749	12.189	14.7052	12.791	20.0366	13.9002	20.5159	10.2696	18.6231
FANCG	10.9576	36.1606	25.6029	17.2975	15.8996	12.7546	30.3169	11.3217	16.3486	35.2781	17.6103	22.4637	40.3945	32.2703	24.4938
FANCI	17.4545	16.4322	7.37834	4.96261	20.5214	5.10808	13.3724	14.7091	6.87033	10.9795	12.8287	10.0908	7.86313	5.99102	6.52037
FANCL	38.3231	66.3985	15.0557	9.33795	44.8251	21.5673	28.0591	33.8259	26.2795	39.1121	17.0525	19.5335	13.3411	31.6895	12.9051
FANCM	2.20954	1.96106	1.13871	1.39857	2.17724	1.80153	2.53982	2.49627	1.80299	2.86625	2.11191	1.38748	2.83876	1.54581	2.78119
FANK1	0.878686	0.571975	0.765773	0.456543	0	0.857103	0.901917	0.304441	0.278928	0	0.390382	0.373691	0.265924	0.530864	0.194291
FAP	0.692624	1.41172	5.63692	8.75915	8.40961	15.223	3.65394	7.26931	4.34585	3.56892	1.9907	5.47077	9.77764	7.88599	7.37012
FAR1	31.6206	19.6833	20.121	22.1304	25.0275	11.7721	27.5511	24.8588	25.0387	30.6042	20.7836	28.0882	31.9384	14.9295	33.0695
FAR2	1.83354	3.58764	1.09671	1.02388	0.60733	1.66266	0.622778	13.709	0.57674	0.566005	10.5018	5.5141	0.955046	2.53636	5.86403
FARP1	32.1636	55.9443	20.8802	23.1945	35.9283	12.0711	11.2043	8.67919	42.4854	36.32	19.9901	33.5668	32.81	25.1509	33.0833
FARP2	8.60939	3.72789	9.43894	3.70002	7.89878	5.63556	3.8314	5.68809	11.3469	4.64152	4.98672	5.73444	6.39507	11.7887	10.6112
FARS2	3.18187	3.28074	7.74672	1.70826	3.15023	3.05013	4.58235	2.43233	3.51953	1.8816	5.78034	7.45129	8.45331	2.89205	1.77336
FARSA	68.8224	57.1614	74.5331	39.3436	82.1149	45.5801	41.168	33.673	42.4969	70.1884	87.699	50.4936	118.415	67.7568	75.9186
FAS	0.080719	0.071788	0.693797	3.38154	0.101438	0.078493	0.436157	0.825394	0.033258	0.086846	0.05387	0.104634	2.11002	0.879841	0.377149
FASLG	0	0.252957	0	0.066278	0.21117	1.20065	0.56382	0.683513	0	0	0	0.771735	0.428476	0.075506	0
FASN	37.4417	80.1145	34.7461	23.2863	33.8103	22.9438	25.3018	73.7154	26.4313	55.8602	39.2357	29.1753	36.7438	24.6706	14.9391
FASTK	25.0786	34.4007	29.9936	14.7724	29.9774	23.6753	19.0719	20.5745	17.6569	30.9418	8.60761	25.1753	17.2603	28.6221	20.8379
FASTKD1	4.58687	3.9881	3.50663	4.62872	3.74479	5.26667	4.12865	4.4856	4.61708	7.08979	5.01109	3.6732	2.1813	4.32369	4.09804
FASTKD2	9.88869	8.60918	5.54925	7.0019	8.68832	7.89808	5.76665	10.301	5.60682	7.30524	10.3723	8.51455	6.44788	14.8867	7.03533
FASTKD3	7.01886	4.07606	2.72822	9.75743	7.91644	4.95239	8.90823	7.36213	5.75173	2.54527	8.04648	3.50773	3.84563	7.82796	6.86842
FASTKD5	6.30229	7.70291	10.9157	7.04274	9.29218	7.42819	5.6338	12.6998	8.30502	12.3903	11.7342	9.7004	14.396	7.83699	14.2212
FAT2	0.065504	0.430775	0.076141	0.034031	0.094414	0.03459	0.176255	0.043284	0.03748	0.041054	0.027017	0.091964	0.039204	0.094548	0.323716
FAT4	0.004952	0.001936	0.004764	0.004623	0.00495	0.007772	0.005531	0.003679	0.001873	0.013698	0.00101	0.002594	0.001474	0.001163	0.00116
FATE1	0	0.395353	0	0.922884	0.669165	0.867835	0.309526	0	0	0	0	0.558056	0.806696	0.288965	0
FAU	263.933	182.545	216.584	200.065	348.376	184.647	230.688	199.442	252.759	362.163	210.735	235.578	456.468	284.291	105.099
FBL	166.915	101.593	177.545	159.86	128.08	86.6023	105.952	194.786	127.147	575.908	248.353	120.223	222.496	175.798	136.166
FBLIM1	5.36128	1.79626	6.86097	4.25478	7.56713	3.86627	5.17329	3.282	17.3179	3.23109	5.92787	10.8997	7.71639	6.61763	8.90593
FBLN1	14.5579	45.5545	69.0758	12.3111	48.5242	32.5032	19.5711	15.6946	27.8174	95.1929	5.47853	28.5018	43.945	35.5766	34.4254
FBLN5	0.370193	2.30506	2.88354	2.34422	3.4014	4.86534	3.46837	5.83329	4.69888	0.91155	1.26983	15.6245	5.42355	3.92192	3.65861
FBLN7	0	0	6.27961	7.00E-06	0.772177	0.087569	0.284233	0.373285	0.291832	0.223716	0.087548	4.70537	0.967131	1.30E-05	0
FBN1	2.60155	6.71298	7.2123	9.70279	9.59043	24.8275	8.5807	8.90504	5.56894	6.00582	3.17771	9.62042	11.6502	11.3758	12.8019
FBN2	0.323402	3.74517	0.390172	0.733237	0.23177	0.569922	5.92831	0.539941	1.80246	0.091254	0.180172	0.657781	0.941603	0.085151	0.825659
FBN3	0	2.47519	0	0.000411	0.000715	0.989001	0.000675	0	5.86142	0.020063	0	0.001109	0	5.95657	0
FBP1	1.6817	3.36973	29.7302	45.2965	27.2133	21.4971	10.689	32.8259	21.3306	2.86784	6.85367	33.5057	18.7729	53.7612	13.4006
FBP2	0	0	0	0	0.497823	0	0	0.530274	0.604094	0	0	0	0	0.382513	1.33251
FBXL12	9.23851	12.5085	12.9354	11.6074	14.8248	8.30088	9.83816	6.96152	11.3411	14.7771	10.8421	10.5329	21.4908	16.3275	12.8339
FBXL13	0	0	0	1.70E-05	0	0	0.000527	0	0	0	0.000446	0.102674	0	0	0
FBXL14	9.55257	7.63609	9.69532	9.72349	13.3504	8.28915	7.07905	9.88347	10.4853	19.1372	7.90919	14.014	9.96971	9.92023	4.30262
FBXL15	2.89517	3.20191	2.64789	3.3259	2.11019	2.87642	4.87287	0.320735	4.12458	7.42094	3.77022	4.49519	2.27624	10.2774	1.32397
FBXL16	14.2784	18.7857	23.8185	9.09182	10.8025	13.256	29.3153	1.04666	11.8258	7.02301	11.4002	5.37449	5.83388	17.7566	15.1973
FBXL18	2.84781	6.07725	3.94236	2.25038	2.84189	2.57248	3.18784	4.06953	2.59008	4.7343	2.56719	4.66726	4.9382	3.70786	4.68015
FBXL2	3.44534	3.01798	3.80179	2.07655	3.16514	4.17291	3.1027	1.25384	4.22959	1.61815	2.4962	2.07569	2.88264	3.954	3.91534
FBXL20	5.56808	7.21359	9.89837	8.09578	5.54605	6.78764	5.43947	8.93005	7.23577	4.43779	5.67729	6.35588	5.23816	7.39907	8.67738
FBXL22	0.598416	0.664718	0	0.253588	0.9122	0.459887	0.231949	1.75171	1.70453	0	0.783041	0.497257	0.2939	1.04074	0.885006
FBXL3	16.5052	22.7273	10.0607	20.4894	19.0876	16.0678	11.5524	12.1099	23.1217	18.503	18.1151	18.849	21.4458	35.9866	22.4962
FBXL4	4.0279	6.10364	8.41551	8.66876	5.62035	4.76427	6.03789	4.97386	5.97255	5.01444	6.83544	8.72754	6.22702	7.6686	11.3576
FBXL5	30.1362	32.3553	22.4418	27.2336	18.5671	30.5007	26.1628	36.4747	19.1876	11.9601	24.5876	24.9425	17.8615	36.9982	20.3049
FBXL6	18.372	14.0343	21.3831	7.89638	11.7456	12.4478	8.12081	5.66942	8.61976	38.3206	8.71747	10.7644	13.3453	13.288	11.9484
FBXL8	2.13956	3.12479	1.47194	1.90179	1.26621	3.08249	3.20828	2.11862	6.36569	0.593643	2.15027	3.14197	3.0326	7.37205	1.09224
FBXO15	1.59396	1.27356	0.966735	0.931855	0.552814	1.8177	2.12022	0	0.332546	0.541718	0.839652	1.35231	0.611874	1.75701	0.847678
FBXO16	0.871495	2.28095	1.60716	0.374924	1.33751	0.591107	3.91005	0.752984	1.10893	0.968814	1.83252	0.769978	0.853492	1.35757	1.55845
FBXO17	0.2944	0.378843	0.337067	0.408789	5.49874	0.687026	0.730576	0.773382	0.590175	8.15558	0.09534	1.58021	0.793676	0.982298	0.993545
FBXO2	3.33298	1.45926	0.537391	1.15317	0.780596	2.85779	1.20845	3.48776	1.99076	4.59559	4.88497	1.90195	0.781388	0.944731	0.526502
FBXO21	37.0634	44.0123	26.8823	39.464	25.3355	27.3117	37.6197	19.3351	46.8249	22.1161	23.7617	39.6453	36.7389	36.9297	34.8161
FBXO22	14.1044	16.6447	5.02312	6.11072	20.128	8.34637	11.4571	20.7276	12.4236	22.3665	9.81057	9.92009	8.53407	7.44091	7.35288
FBXO24	0.13636	0.158889	0	0.143648	0.178466	0.159608	0	0.2338	0.166846	0.473921	0	0.290368	0.153412	0.146812	0.325042
FBXO25	6.39754	5.55573	3.93445	4.21254	6.03406	4.66315	5.68638	16.9222	2.92999	6.88804	7.94005	9.23442	4.43093	16.1478	16.0812
FBXO27	0.240282	0.225437	0.380952	0.232403	7.0049	0.684219	8.01286	0.42059	0.908624	0.978174	0.158004	0.628261	0.323709	0.231889	0.498739
FBXO28	11.2387	14.7932	12.5583	13.3071	10.7939	10.6789	10.2207	14.7378	12.6929	14.0667	13.8892	15.8552	10.6259	16.9786	18.771
FBXO3	20.0295	19.9889	17.3467	17.2221	21.6713	9.20962	13.5347	16.9438	20.0637	21.8889	22.6967	16.0147	20.0158	12.4548	21.7773
FBXO30	6.60398	8.64497	8.36323	7.69215	12.0487	12.5973	6.8963	11.1025	8.88168	4.21285	15.1111	10.1924	8.78837	13.1799	12.5568
FBXO31	12.5459	7.88386	9.29431	4.89753	8.49701	11.8487	8.7041	5.64416	11.8541	10.2743	8.59863	17.8497	10.0405	21.8518	16.8487
FBXO32	31.1825	8.22791	16.5376	48.5005	8.37227	17.9839	5.49225	8.58212	7.22135	6.97959	19.1914	13.5382	24.5689	38.2146	19.9706
FBXO33	8.81093	5.65791	9.97506	9.44484	4.5272	6.97876	9.42977	5.15446	8.20895	7.51807	8.77026	6.26353	9.28997	9.67315	12.9816
FBXO34	13.9842	14.8477	19.6738	14.6564	15.4105	16.8781	18.0102	23.4577	19.2222	16.3642	11.0701	15.2848	15.2294	21.2653	21.4317
FBXO36	3.44438	2.45959	3.98302	3.3946	0.582974	1.15396	5.84782	0.724126	5.55215	1.39677	1.7252	2.04501	1.30904	4.65817	2.48967
FBXO38	11.3049	6.54456	10.2779	8.97945	6.31226	4.35785	11.2601	6.20562	6.61577	4.81715	8.41081	6.10398	4.73622	5.23022	6.47384
FBXO39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381268
FBXO4	5.85864	3.47909	1.75317	11.835	10.9326	4.75467	6.72784	10.5742	2.37491	2.77326	4.26521	6.39351	7.62233	10.6484	10.0247
FBXO40	0	0	0	0	0.055022	0	0	0	0.084106	0	0	0	0	0	0.101719
FBXO42	35.4071	17.2965	15.8855	9.67211	12.8803	14.6009	17.9702	17.4874	20.2852	14.5608	11.1477	16.188	13.9526	18.3401	15.2558
FBXO43	4.54814	6.30733	1.7012	2.04933	4.24558	2.53743	2.85778	2.06737	3.52121	5.77351	0.779719	3.54104	4.484	2.55242	4.11531
FBXO44	11.972	5.16671	8.95318	2.38628	2.37323	4.4943	11.9232	4.08498	8.19696	5.9013	12.0975	2.5671	1.09299	2.13609	2.02452
FBXO47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO48	1.24331	2.91298	0.691101	2.53123	1.3091	0.88409	1.91299	1.42777	1.95708	1.40494	0.80956	2.07432	1.14644	1.37982	1.69706
FBXO5	14.0618	16.0777	11.068	13.3885	30.8263	7.39567	11.0745	20.4937	18.3882	11.2074	28.9721	28.5075	21.9168	17.5363	32.616
FBXO6	3.4684	3.5139	2.24904	5.12307	2.59433	8.43706	7.95692	8.72334	3.18618	31.3186	1.50033	8.145	5.98526	4.78524	1.98815
FBXO7	29.0633	31.0043	28.2389	14.1992	25.6887	15.9951	24.9427	17.8473	17.6387	32.7703	14.8718	23.0749	25.0599	11.12	14.3338
FBXO8	1.26676	3.18973	2.43676	1.90794	1.67571	1.58306	1.67315	1.50118	2.78705	1.13679	1.81279	2.50897	0.863627	3.21434	1.64148
FBXW11	1.16321	1.26476	0.017156	3.04437	1.16637	1.32478	1.43827	1.27119	0.752744	2.47743	0.010768	1.30933	0.507258	1.34174	0.017251
FBXW12	0.307958	0.366188	0	0	0	0	0	0	0	0	0	0	0	0.234221	0.455134
FBXW2	8.37602	16.0371	13.6535	18.6181	17.2978	9.26225	12.1534	8.22891	21.2502	17.6887	8.60904	12.5806	10.6726	14.6273	17.7372
FBXW4	5.47684	7.91577	5.58749	12.4823	9.53206	8.59621	12.5068	10.761	25.9192	12.5434	19.1687	27.204	18.1248	30.5512	15.151
FBXW5	20.2996	60.5695	57.7818	43.4082	41.7393	40.9594	29.9248	41.6271	37.7866	52.4828	26.9642	49.6824	32.0808	54.5066	37.4982
FBXW7	5.51826	5.16995	9.8409	12.8408	5.29346	9.14101	7.65476	15.0412	10.2059	2.81194	5.55792	9.17162	4.66458	6.42919	5.4037
FBXW8	6.14681	7.06066	3.43539	7.08477	6.24369	6.53465	8.1046	11.9698	4.54442	5.95182	3.17663	7.66942	7.27217	7.03358	4.82733
FBXW9	5.65719	4.57158	12.519	1.96632	7.10062	6.28581	4.57426	3.89689	5.31529	10.2034	10.7804	7.39649	13.8789	11.0256	6.30192
FCAMR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCAR	0	0	0	0.344528	0	0.145786	0	0	0	0	0	0	0.034608	0	0
FCER1G	10.8596	18.4622	39.6034	94.7024	32.3337	121.684	50.3203	113.405	26.2056	37.3304	24.922	122.921	100.515	18.7745	16.659
FCER2	0	0	0.269795	0	0	0.54163	0	0.300358	0	0.058895	0	0	0.227982	0	0
FCF1	16.8486	15.0703	11.4057	10.5992	11.3867	15.0817	20.4908	23.3836	14.7954	12.1791	19.435	13.0242	15.7517	14.1581	17.7568
FCGBP	2.62669	4.51308	3.63852	2.65046	2.28922	5.43367	2.73132	7.47863	3.52326	0.737929	0.295123	3.77733	3.96208	8.80233	2.76547
FCGR1A	0.459463	1.19792	2.39302	6.7076	1.86464	13.13	3.00926	8.92228	1.44607	1.24731	0.859208	6.03806	6.94317	1.3587	0.900682
FCGR1B	0.106533	0.439691	1.46919	4.01716	1.25181	7.81675	1.63133	4.48131	1.48589	0.590454	0.692099	5.33267	6.56988	0.762902	0.584238
FCGR2A	1.83834	2.082	3.1129	9.42143	4.75028	20.9308	5.78557	13.3391	5.47318	4.09764	4.12655	15.756	11.5939	1.38667	6.24321
FCGR2B	0.087864	0.325065	0.558288	3.55302	1.99869	17.2085	0.180746	0.195138	2.04147	0.55771	0.537043	6.13272	7.99188	0.16136	0.400556
FCGR3A	1.31045	2.64559	6.30601	16.633	11.5623	25.8558	5.13281	21.8409	2.07306	2.4849	0.855363	8.48262	11.9328	3.07664	3.52515
FCGRT	14.9343	19.7089	29.253	49.7939	21.7646	52.6401	26.167	67.6533	49.5961	54.6638	14.554	58.3991	38.4551	47.661	29.4142
FCHSD2	0.004865	0.025541	0.531389	0.019822	0.518536	0.028294	0.040652	0.006987	0.008361	0.005099	0.036132	0.017364	0.019436	0.851552	0.044163
FCN1	0.081488	0.906901	1.45395	4.45758	1.15993	5.24169	2.6761	3.36043	0.426771	0.949901	0	7.75992	5.19911	0.290646	1.73995
FCN2	0.036845	2.78098	0	0.054438	0	0.102778	0	0.063491	0	0	0	0.058864	0.077492	0	0
FCN3	0	0	1.05525	1.58536	0.396119	0.416043	1.2593	10.0056	0.434407	0.337093	0	14.7318	3.31155	1.14355	1.48819
FCRL1	0	0	0	0.205273	0.132118	0.309072	0.002559	0.329796	0	0	0	0.188371	0.000913	0	0
FCRL2	0	0	0	0.301004	0.112003	1.54984	0.334197	0.602208	0	0	0.05812	0.380261	0.478109	0	0
FCRL3	0	0.017124	0.17636	0.143952	0.001454	0.263982	0.159931	0.06111	0	0.0288	0	0.022448	0.015149	0.007119	0
FCRL4	0	0	0	0.114213	0	0.32088	0	0.664562	0	0	0	0.113117	0.123461	0	0
FCRL5	0	0.325742	0.469484	0.738033	0.141775	3.27161	0.689702	3.24676	0.190681	0.069691	0.175349	1.87738	0.913121	0.263298	0
FCRL6	0	0.208471	0	0.845903	0.19095	1.30113	0.465022	0.072684	0	0	0	0.98425	0.531216	0.103252	0
FCRLA	0	0.134969	0.059589	0.07601	0.191771	2.26523	0.408454	0.468369	0	0.026025	0.068262	0.224113	0.466538	0.01697	0.046972
FCRLB	0	0	0	0.028149	0	0.010111	0.022873	0.017217	0.028543	0.053856	0.023243	0.034659	0.004277	0	0.022739
FDFT1	49.7325	30.6224	25.3085	24.4373	34.7702	20.0156	70.8254	107.983	38.5336	32.4932	52.5641	35.8327	24.592	50.7631	31.0687
FDPS	30.2276	31.1225	49.7091	29.6046	30.7836	25.017	34.401	44.9963	26.6058	53.1186	89.4066	59.4932	32.4039	44.321	45.1668
FDX1	6.91328	9.38191	7.96023	8.64901	8.44882	5.36139	8.22729	9.49098	9.27819	10.9255	12.725	9.89417	9.48771	9.63911	6.76219
FDXR	5.97531	7.75065	7.12831	4.32372	4.64192	4.42609	9.63756	5.55595	6.75938	32.6742	3.40251	9.57777	10.9166	12.345	9.28809
FECH	10.6802	22.0455	9.08708	9.13462	11.7382	17.1288	15.0182	8.08808	19.7233	14.123	10.8645	11.227	9.53051	9.67872	14.7183
FEM1A	22.7653	21.2373	22.2348	15.8599	23.5521	14.5476	8.5734	10.4306	26.7966	26.3534	17.4484	22.4603	36.0813	21.9827	26.0042
FEM1B	37.6791	37.2631	21.7265	16.0937	47.3607	16.7381	14.8876	35.3988	47.227	26.2357	32.598	33.122	29.1418	19.0504	24.484
FEM1C	10.5566	14.9591	9.33222	10.7301	6.32824	5.86283	8.55706	7.85458	12.0638	3.58486	6.56063	7.2587	7.43371	6.66062	10.6421
FEN1	53.7013	69.3417	63.538	50.6538	81.8137	27.9837	42.4045	43.5881	53.349	96.2461	61.5024	72.9107	72.2329	50.2496	42.6647
FER	4.75683	6.31859	3.69	4.20981	2.91185	2.74245	4.27155	4.42957	2.79929	2.35398	0.94747	2.71629	1.63428	1.47203	3.73547
FER1L6	0	0.085644	0	0	0.063181	0	0.17285	0.191956	0	0	0	0.063675	0	0	0.111365
FERD3L	0	0	0	0	0.6587	0	0	0	0	1.4057	0	0	0	0	0
FERMT3	4.44544	6.35283	10.6825	10.5512	7.89279	21.5696	7.4744	15.1835	4.08412	5.73735	3.98065	18.6062	15.5924	1.59616	2.093
FES	1.25243	0.271755	1.39494	1.76417	1.7688	3.71231	1.53857	7.96658	2.37545	0.771285	1.24098	2.80601	3.02588	2.64358	0.070145
FETUB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
