Gene	length
ASL	17758
SBDS	7907
CSN1S1	15507
STATH	6605
HTN1	8411
STAT5A	24397
WNK4	16457
BECN1	14184
PRKCG	25456
TRAP1	59488
GLIS2	24837
DNAJC8	32752
AHDC1	69900
IFI6	6129
DACH2	684151
ZNF384	23096
EMG1	9023
SSX1	12053
UXT	7389
CFP	6649
ELK1	15085
TIMM17B	4697
KTN1	104373
SIX1	6057
RHOJ	89066
DLGAP5	43451
HSPA2	2770
ZBTB1	28924
TRMT5	10250
SGPP1	43850
PLEKHG3	45826
PZP	59556
PRDM7	19365
RHOT1	83318
EVI2A	5213
OMG	2593
WDR60	106948
AIF1L	26677
FAM78A	18433
NUP214	109078
CTAG2	1608
AVPR2	2453
SLC10A3	3319
MAP2K2	33808
HNRNPH2	6008
ARMCX1	4154
NXF5	25465
TIMM8A	3082
ZC4H2	118935
CANX	33215
RGS13	24165
IPPK	56949
ZNF484	33857
OMD	10310
FGD3	88711
HIVEP3	412558
PPCS	16888
EDN2	5909
BCL11B	102911
COX7C	3022
TRAF2	40092
ABHD8	11295
MASP1	75938
ATP13A4	155929
HELB	41099
RAP1B	61003
IL22	5363
TSPAN8	32904
BEST3	55909
RAB3IP	84340
PTPRB	121560
DYRK2	16662
YEATS4	31161
TAS2R3	1101
TAS2R4	900
TAS2R5	1151
CRYGN	11339
LRRC61	28658
TRPV5	25577
IDUA	17521
FGFRL1	15273
TMEM175	26270
PIN1	14483
FBXL12	8810
PLA2G5	21718
UBR4	135757
HP1BP3	47042
SIN3B	50952
OR7A10	930
SLC35E1	22579
EPS15L1	116724
KLF2	3860
OR7C2	960
OR7C1	36671
F2RL3	3608
UQCR11	8294
GFER	3557
SYNGR3	4306
PKMYT1	7639
WFIKKN1	3133
WDR24	5777
FBXL16	13302
CHTF18	9455
GNG13	2694
MACF1	402972
SMARCA4	101439
KDM4B	184486
TICAM1	15819
IL17B	29936
OR1E2	972
TUBA4A	4898
VIL1	34173
AAMP	6009
PNKD	76275
TNFRSF19	105736
RNF6	90256
ECHS1	10870
ZNF835	9778
AKAP9	169812
GNG11	6876
GNGT1	4699
HIP1	205641
PTPN12	102775
POR	71701
FGL2	6451
STYXL1	51667
STEAP4	36003
GNAI1	91351
PEX1	41496
SGCE	71154
CASD1	47211
ZNF780B	27972
LRFN1	8520
ZFP36	2561
SRD5A3	26859
SPINK2	12010
RASL11B	4519
PAICS	28319
KDR	47115
PPAT	42254
TUBGCP6	27330
ADM2	4895
DGCR6L	5823
DGCR8	31646
ASPHD2	15756
VPREB3	1683
SDF2L1	1998
GAL3ST1	20031
YWHAH	13070
RFPL1	3873
RFPL2	14415
C22orf24	11842
GNAZ	54515
MGAT3	35183
ADORA2A	18764
ATF4	2128
A4GALT	29190
RFPL3	6277
CDC42EP1	8926
APOL3	25855
MCHR1	3637
TPST2	68135
BAIAP2L2	25785
MPST	10182
GALR3	2104
TST	9325
APOL5	11612
IGLL1	7166
APOL2	13746
RAC2	19000
LIF	6307
C22orf23	10620
APOBEC3A	5576
APOBEC3F	15109
RIBC2	18816
KRT17	5134
RNF112	6045
CPA4	31047
DOCK4	480289
POT1	107598
TAS2R16	997
ATP6V1F	2992
CDHR3	73169
PRKRIP1	30304
VGF	3061
PODXL	56358
FOXP2	278951
MKLN1	386539
DNAJB9	4977
FLNC	28867
LRRC4	4367
CALU	34042
CCDC136	30693
SMO	24913
IRF5	13007
LRRC17	32112
KLHDC10	65172
NDUFA5	64655
FEZF1	3448
OPN1SW	3302
MRPS12	2313
MYO1B	179983
HOXD1	2240
HOXD3	15792
MTX2	68584
PDE11A	485090
CHN1	206573
GAD1	44265
OSGEPL1	16539
ORMDL1	20481
HAT1	69630
HOXD9	2219
HOXD10	3179
HOXD11	2475
HOXD13	3224
HERC2	211116
SNRPN	155116
PSMG2	67002
TWSG1	67648
ARHGAP22	210232
WDFY4	297494
EIF2AK4	101477
MYO5C	103483
CGNL1	174213
TMOD2	64767
TTBK2	182049
ELL3	4347
INO80	137401
DLL4	9734
ALDH1A2	112500
IVD	30151
DUT	12279
CHAC1	3042
CLN6	22737
ARPP19	22402
VPS13C	208059
CALML4	15406
ISLR	3162
THAP10	11092
LOXL1	25675
ANAPC13	8320
MBD4	9236
COPB1	42393
PSMA1	138759
SUMF2	16387
PALLD	431390
SPCS3	12280
BBOX1	86995
MYOD1	2566
SERGEF	225000
KCNC1	47108
TPH1	28715
CSRP3	19954
E2F8	17593
DCTD	27387
SOX15	1917
RPAIN	13380
USP6	58960
SHBG	19320
PLD2	16279
AIPL1	11384
CD68	2474
TXNDC17	3482
ATP1B2	11145
FXR2	23668
KIF1C	30452
MPDU1	4566
PHF20L1	73449
LRRC6	105128
CCNT1	28250
PUS7L	39799
KRI1	12926
ILF3	38159
SLC44A2	42103
AP1M2	14642
CDKN2D	2520
MTUS1	157786
KLK14	6717
SIGLEC9	11384
KLK10	7432
KLK8	5695
NGDN	9124
RIPK3	3967
ADCY4	16713
RAB2B	17940
BCL2L2	4998
PARP2	14291
HEATR5A	128763
FOXA1	5698
SNX6	69056
EAPP	23809
EGLN3	26848
NRL	36250
RNASE1	1617
NEDD8	15511
DAD1	24324
TEP1	47835
EPB41L4A	276838
CDO1	11927
REEP5	45843
ITFG1	306888
QRICH2	33632
FOXJ1	4913
SEC14L1	128417
RHBDF2	30535
AANAT	16767
ARHGEF6	115383
MAP7D3	39669
FGF13	590298
ASH2L	34588
ART1	19289
CHRNA10	5798
CDKN1C	2558
RPS4Y1	25667
VCY	741
CDY2B	1960
CDH15	23745
KLF16	11181
SHC2	44414
INS-IGF2	14587
LBP	30771
SYT5	9094
TNNI3	5966
CBFA2T3	102350
GAMT	4517
PHF10	20599
PRRG3	11318
GALNT8	52327
KCNA5	2910
NXNL2	40616
STARD8	78174
FAM155B	27274
GDPD2	10361
SAT1	3066
GNL3L	37071
SH3BP4	103698
MOSPD2	48907
DOCK6	63230
ECSIT	23206
LDLR	44358
ELOF1	6194
TSPAN16	30837
PRKCSH	15706
CNN1	11473
CDC16	37879
ZSCAN10	10405
APOE	3598
TOMM40	12470
APOC1	5022
GADD45G	1544
LRCH2	123481
DPP6	1240778
XPO7	86924
ACE2	41126
FAM98C	5954
SAFB2	35778
RPL36	1581
ATP8B3	30202
NCAN	40276
KIF1A	106545
GTPBP3	7750
PLVAP	25888
BST2	2692
SLC27A1	35645
NSUN5	6352
USHBP1	15575
DDA1	13736
MRPL34	972
PGLS	9640
LSM7	7066
TULP4	199364
SNX9	121832
RTN4IP1	59721
QRSL1	38840
RSPH3	27332
MAS1	26460
ACSBG2	57471
MLLT1	69595
FUT5	4715
BMP15	5907
ACTN4	83941
STK33	202359
NDUFA10	67971
EPO	3233
ARPC1B	20087
CACNG6	20379
ZSWIM6	213915
FCHO1	40818
UNC13A	86872
MAP1S	15034
KLHDC7B	5125
SCO2	2872
PXDN	112629
SSBP4	15165
GDF15	3019
PGPEP1	29353
LSM4	16841
JUND	1929
HRC	4199
TRPM4	54045
OR11H1	981
SULT4A1	38005
ZNF557	18266
CRB3	3445
OLFM1	45676
CAMSAP1	99060
UBAC1	28405
SAG	39240
ZBTB46	87595
SAMD10	5527
LSP1	39180
TNNT3	19000
TNNI2	2698
COL5A1	203041
ATXN10	173510
TUBGCP2	30527
CALY	12825
CYP2E1	11761
PNPLA7	90451
HBZ	1860
PAK4	57031
MNX1	5810
ZNF337	23659
TAF4	91013
GATA5	12499
LAMA5	58248
OSBPL2	57693
ADRM1	5967
ASS1	56568
PRDM12	18390
EXOSC2	11135
POMT1	20905
UCK1	7480
FIBCD1	36808
CHMP2A	3540
UBE2M	2900
TRIM28	6652
YIPF2	6447
ATG4D	9515
EIF2S3	23855
TMEM160	2716
ZC3H4	49590
NPAS1	25940
GMFG	7685
MAP3K10	24150
ARHGEF16	26449
LRRC47	17940
SESN2	22974
SMPDL3B	24153
MED18	6926
CLIP1	151239
CCDC62	52957
HIP1R	27505
ZNF317	23017
PPAN	5781
EIF3G	4886
ANGPTL6	10413
DNMT1	61608
ZNF426	15423
SLC6A8	8663
PNCK	18039
DKC1	14948
PLXNA3	19498
DUSP9	8887
MPP1	26844
ZNF331	59256
ZNF236	148121
SLC7A10	17187
LRP3	14535
C12orf65	24525
NOL11	26596
UBE4B	148282
CASZ1	160043
PKDREJ	7681
HSD17B3	66871
HABP4	41168
FBP2	35105
SLC35D2	63002
PRRG1	107966
UBA1	24282
RGN	14960
POLN	170204
PPIL4	41549
ULBP2	7222
AKAP12	118593
SYNE1	515676
ULBP3	8069
LATS1	59949
EPS8L1	12055
LILRB2	7359
TTLL9	74326
RBM39	40914
COX4I2	7095
ZNF341	60510
GGT7	28139
DEFB118	5323
ACSS2	53004
EDA2R	43662
ARHGEF9	150248
C1QL1	8611
GFAP	12342
PYY	51737
HIGD1B	4148
ATP6V1E1	36687
ZNF227	24741
ZNF428	12406
TEX101	30005
ZNF141	47055
CCL25	9902
COX4I1	7374
GINS2	12757
CHMP1A	13274
SH3BGRL	96446
COX7B	7909
SLC34A1	14415
F12	7439
PRR7	9473
NFATC1	133394
IDO1	14900
CAP1	32585
PPT1	25792
RAB11FIP4	146538
RLIM	31649
CDX4	7332
ABCB7	105236
TRAF3	134052
HAUS8	25773
MRPS25	16804
SH3BP5	87028
HACL1	40871
TBC1D5	585578
CAPN7	46671
RFTN1	197855
C3orf20	97896
SLC6A6	86782
KCNC3	17441
NAPSA	7163
NR1H2	6932
LRRC4B	51544
PDLIM4	15797
KIF3A	44916
MGAT1	30837
GFPT2	52639
TUBG1	5556
PSME3	10364
RPL27	4687
PSMC3IP	5522
AOC3	6947
ACLY	52106
VPS25	6151
RAMP2	1815
AOC2	6128
G6PC	13640
NDUFA2	2423
ANKHD1	138017
DIAPH1	103980
NDFIP1	45662
UBE2D2	67269
EXOC4	812681
ACAP3	15540
C1orf159	34267
ANO1	110991
PPFIA1	114623
TMEM204	26891
KREMEN2	4106
THOC6	3716
TRAF7	22348
BARX1	3729
NINJ1	12756
CA6	29225
NPHP4	129615
MAP1B	102091
IL13RA1	66928
WDR44	103889
CKMT2	33079
ZCCHC9	11711
KRT34	4716
KRT33B	6316
TNS4	25790
TOP2A	29372
STARD3	27122
RARA	48464
PPP1R1B	9673
KHDRBS3	190155
CHD1L	123118
PEX11B	7359
FMO5	41347
PIAS3	10559
PRKAB2	17365
FSHB	4264
PDHA1	17815
RAI2	61289
MCCC2	71367
ZNF304	8625
ZSCAN5A	147081
ZNF132	7340
USP29	11786
CHSY1	76322
SNRPA1	13739
LLGL1	19241
NR0B2	2487
LIN28A	18912
THAP1	6658
RHPN2	86297
C19orf12	16904
ACTR10	35488
ABHD12B	32918
GCH1	60820
LGALS3	16172
PODNL1	22205
DNAJB1	14559
ZSWIM4	36773
FBXW9	7716
RFX1	44791
ZNF20	9001
C19orf57	23818
DCAF15	8976
CC2D1A	24679
RTBDN	9952
MATN3	20617
TRIM21	8806
SPATA6	176837
LRRC41	24967
CCT6B	33600
DHX30	47288
RAF1	80601
SLC6A11	124488
PPARG	146872
NUP210	104088
FCRLA	7124
HSD17B7	22117
ENOSF1	42313
EMILIN2	68998
ARFIP2	6797
TRIM5	21880
CNGA4	5391
TRIM22	21074
RRP8	8545
EFR3A	109550
HHLA1	43780
PTCD3	35923
IMMT	51839
MRPL35	14362
IQCA1	183389
ILKAP	33294
PER2	44567
RAMP1	52483
SCLY	38413
PTPRE	178753
RAN	5685
PRKAA1	38817
CARD6	13988
RAP1GAP2	260984
INPP5K	22036
MYBBP1A	16491
RPA1	70078
SERPINF1	15650
UBE2G1	97458
EEFSEC	255166
TBC1D14	123675
TMEM128	12701
COQ3	24795
POPDC3	22115
SEC61G	7000
LANCL2	68295
FIGNL1	13087
DDC	106963
FTHL17	809
GRSF1	24108
ENAM	18081
ANKRD17	185423
UTP3	2020
ITGB4	36361
WBP2	10738
UNK	40994
TRIM47	4418
ZRANB2	17745
ANKRD20A3	43539
EIF5A	5465
KDM6B	14891
CLEC10A	5715
GUCY2D	17728
GPS2	2700
XAF1	20201
DLG4	30448
VPS13B	864321
RGS22	145114
MATN2	167661
REEP2	7909
PCBD2	57514
SDF2	13561
FLOT2	18395
ERAL1	6046
PRMT7	47535
NIP7	3600
TERF2	30441
VPS4A	15590
HSPA12B	20427
SNAP25	88623
BTBD3	35873
PCNA	11670
NXT1	3981
POLR3F	17257
RIN2	115939
PTPRA	174475
SSTR4	1258
DAP3	49920
RHBG	16010
ATP1A4	35378
NES	8645
BCAN	17412
CRP	2301
ARHGEF11	110903
RAB25	9345
HAPLN2	6311
APCS	1040
FCRL2	31400
DCAF8	46830
SYT11	25633
IGHMBP2	36751
ACY3	8176
ALDH3B2	19063
MMACHC	13083
DPH2	3360
TOE1	3804
NASP	34919
MUTYH	11229
CTNNBL1	178175
LPIN3	19762
ZSWIM3	21509
RBM38	17938
VSTM2L	42224
SERINC3	25896
PPP1R3D	3643
DMGDH	72111
BHMT2	20303
AP3B1	294177
ZBED3	15214
KANK4	83269
ANGPTL3	8794
SYT4	9599
SLC14A2	515726
FBXO44	8921
CASP9	33390
NMUR2	13739
DCTN4	50349
PDE6A	86841
ATP8A2	653878
MTUS2	685609
ZMYM5	40168
USPL1	42847
XPO4	125446
TPTE2	113887
POMP	19830
CDK8	151110
ALOX5AP	50951
WASF3	131266
RNF17	115753
GPR12	5587
CHRM3	528883
MYH8	31629
MYH10	156557
PEMT	86146
SCO1	25060
MPRIP	150187
CHI3L1	7774
MYBPH	8016
PIK3C2B	67717
DSTYK	69198
CHIT1	13595
SLC41A1	24104
LGR6	125772
TMCC2	45398
DCLK1	363288
CCNA1	11053
COG6	136005
RXFP2	63864
EPSTI1	105854
TRPC4	237710
POSTN	36263
RFXAP	10402
TPT1	7814
STOML3	24935
KL	49720
RFC3	148490
STARD13	573658
IRS4	3881
MORC4	59475
BEX2	1645
RNF128	103179
TBC1D8B	73478
TCEAL4	11506
BEX1	1521
FAM104A	25042
SLC39A11	446740
EPHB2	210663
SRRM1	29980
BTBD2	30267
PRAM1	12585
ZNF414	4490
PDE6B	45319
HSPBP1	18161
CSNK1G2	40167
CNDP2	27092
MACROD1	167556
WDR74	8899
LGALS12	10689
RTN3	78442
MYH11	153896
MED10	6674
PDZD2	471801
MORC2	43644
MYO18B	288857
SLC2A11	29379
C1QTNF6	19258
FAM83F	48581
SEC14L4	16794
GIMAP6	7274
GIMAP4	6584
ADCK2	22166
MKRN1	26473
AGAP3	58568
KRBA1	19563
ACTR3B	95631
NTS	8698
BTG1	5569
LRRIQ1	208755
C12orf29	14625
ATP13A3	84326
SFTPD	11366
DYDC2	23329
TMTC1	283947
KRAS	45684
IPO8	66882
SPINK5	73403
IMPA1	29439
LRRCC1	38843
E2F5	37365
CA1	50506
CCDC59	6085
SWAP70	88917
ARNTL	110615
LYVE1	11700
AMPD3	57259
SBF2	515541
MICAL2	153196
RRAS2	86587
HSD17B4	89836
ZFC3H1	54250
TEX15	81465
RNF122	19375
DUSP26	8777
DPF2	20411
MEN1	7781
GSC	1940
NUMB	183369
CATSPERB	151389
COX16	34603
TTC9	33451
MED6	17470
EIF2S1	26189
ADAM20	12647
LOXL2	107224
ELP3	100922
PEBP4	227826
ADAMDEC1	21729
MRO	30251
MBD2	73064
IER3IP1	23531
MRPS36	12399
CCNB1	11236
CDK7	42636
CD180	17187
IRAK2	78827
CAMK1	12601
THUMPD3	23738
VHL	12036
BHLHE40	5887
ARL8B	58620
EDEM1	32252
CNTN6	311194
CHL1	212822
MEIS2	212108
TRPM1	160213
GNAT2	9831
GSTM1	5929
PRPF38B	10619
REG4	17444
TSPAN2	41493
TSHB	4477
GSTM5	6018
GSTM3	7102
SYT6	64578
VAV3	394020
CHIA	29713
PSRC1	3615
HMGCS2	20937
PTPN22	57949
SORT1	88344
WNT2B	54748
PTGFRN	80438
ADAM30	2983
NOTCH2	158101
TRIM45	10690
CEPT1	45722
CD101	34802
VTCN1	67374
NGF	52333
AP4B1	10835
NAPG	26738
SPIRE1	211596
PPHLN1	122455
FKBP11	3530
ARF3	21765
TMEM106C	5332
SLC38A2	14586
YWHAQ	47031
KIDINS220	116533
GRHL1	50584
ROCK2	165679
RSAD2	20463
MYCN	6455
LPIN1	149866
CMPK2	25267
IAH1	15192
LDHA	13863
SAA2	10433
ANO3	474167
IL6ST	59869
FST	6506
CFHR4	30582
NAV1	178653
CDC73	132858
TIMM17A	15162
CRB1	276952
CFHR5	32123
ERN2	22913
RPS15A	9040
RAX	6417
GRP	10614
RBM17	28414
IL2RA	51679
ANKRD16	28278
ECHDC3	21689
IL15RA	26371
CCNH	101460
HRH4	19338
KCTD1	202564
CABLES1	125907
DOCK2	446108
EMP1	23216
SOX5	1032988
RERG	113635
SLCO1B1	108603
KLRD1	78291
KLRC1	12422
PRH2	5610
LRP4	61834
MYBPC3	21297
DDB2	24277
ACP2	9546
USP26	3642
RAB33A	12909
SOX3	2074
RBMX2	11670
FOLH1B	39422
PIWIL4	54054
MTNR1B	13160
PUM1	134212
SPOCD1	25630
PHC2	51971
CDCA8	17204
GNL2	29174
HOOK1	61374
CYP2J2	33466
BTF3L4	34532
PRPF38A	16235
DSC2	43579
DSG3	30962
RNF138	39688
ELP2	50659
DSG1	41087
DSC3	53451
DSC1	33621
DTNA	398555
FHOD3	482508
DAGLA	66611
SLC43A3	20627
TIMM10	2291
DHX34	33390
APLNR	3877
FADS2	51152
TCN1	13680
TMEM165	30219
CLOCK	119007
PDGFRA	68953
COL4A2	205926
CLDN10	146158
DZIP1	66505
UBAC2	185651
ARGLU1	26465
BIVM	42415
ERCC5	30161
TPP2	82973
CARS2	65106
ARHGAP32	227139
STT3A	30240
ADAMTS8	23687
ACRV1	9326
ETS1	128794
SLC37A2	27212
KLB	44604
TMED7	12827
APC	138742
WDR36	38331
OSTF1	58752
RFK	8901
UBQLN1	47991
NAA35	84317
C9orf40	6330
ANXA1	18529
AGTPBP1	195491
GOLM1	74061
FAM189A2	67902
PSAT1	32969
ISCA1	17993
ADAM19	98472
HAVCR2	23213
CCNJL	63459
TAOK3	223107
USP30	64938
SDS	11443
MSI1	27835
HNF1A	23970
FBXO21	48480
TBX3	13921
OASL	18951
HRK	25298
RNFT2	115341
P2RX4	23978
DTX1	40172
TRAFD1	28060
DMTF1	43972
OCM2	5405
CCDC146	172590
TMEM60	4707
CD36	77068
UGT2A3	23342
CSN2	5756
UGT2B28	14576
PNPLA8	57762
FAM71F1	22681
RINT1	35604
SRPK2	273017
KCP	33845
TES	48245
MDFIC	97762
MTO1	47500
ANKRD6	200670
HTR1B	2568
KHDC1	68846
SYNCRIP	35139
SNX14	88661
NT5E	46208
MRAP2	57110
EPHA7	179540
AKIRIN2	27374
LCA5	52440
MAP3K7	73494
CGA	9609
GJA10	1652
PRR5L	168917
LMO2	33502
PHF21A	191667
NAT10	41280
EHF	42196
ELF5	35004
PRRG4	28194
CAPRIN1	50880
DNAJC14	8677
CD63	4231
PRPH	3540
AVIL	18694
AMHR2	7818
LACRT	4085
GDF11	14143
GLS2	17471
ITGA7	27841
FAM186B	18135
RDH5	4350
AGAP2	18401
BLOC1S1	3674
KRT85	7476
CDK4	4584
PPP1R1A	9414
TROAP	8477
TSPAN31	5181
B4GALNT1	9793
TFCP2	79480
COQ10A	4025
FAIM2	37005
PAN2	17778
ESPL1	25340
KRT7	15679
ZC3H10	9249
HNRNPA1	6362
SLC26A10	6242
ACVR1B	45380
OS9	27603
MIP	5156
KCNH3	19308
LTV1	20540
MAP7	208539
CD164	16299
NHSL1	150527
AHI1	214209
HEY2	11638
PKIB	254457
TAAR5	1147
NMBR	72639
SMPD2	3196
MICAL1	21907
REPS1	84247
STX11	41423
TEC	134056
SEMA4F	29627
CCT7	18787
EGR4	2620
RAB11FIP5	39567
SMYD5	12977
DYSF	233203
CCDC142	10167
EMX1	17373
KCNMB4	68003
USP15	155985
GNS	45958
CPM	112066
MDM2	41663
KLHL36	19176
MPHOSPH6	22063
CHST5	7579
KIAA0513	66480
DYNC1LI2	30936
FBXL8	4218
FHOD1	18093
CCDC102A	24391
SLC9A5	23213
AGT	11600
KCNK1	58409
URB2	33985
EGLN1	61294
CAPN9	54602
COG2	51502
ABCB10	42126
TAF5L	32937
GLUL	14114
STX6	50410
RGS8	31119
RNASEL	15623
DHX9	48636
KIAA1614	38718
CEP350	160066
NPL	40936
PIGC	2613
LAMC1	122173
RC3H1	91274
GPR55	17915
SP110	52691
MRPL44	10252
CHRND	10506
PAX3	99112
DOCK10	277379
TTLL4	44582
USP37	118101
HTR2B	16813
ITM2C	15064
SLC19A3	34266
SERPINE2	64272
DNAJB2	7530
WNT10A	13077
TMBIM1	18386
CYP27A1	33147
EIF4E2	33059
ARMC9	178215
CAB39	108234
COX5B	2322
REV1	89540
TSGA10	157682
MFSD9	22263
TMEM127	17484
EDAR	94750
TGFBRAP1	80328
GCC2	60210
MRPS9	61892
GPR45	1725
C2orf49	11672
ANKRD36	151369
EPC2	142819
ARHGEF4	210340
ISCU	7922
ALDH1L2	64669
STAB2	179447
USP44	34917
SCYL2	74585
CKAP4	10140
PLXNC1	159099
APPL2	62934
PWP1	27431
DRAM1	46033
SLC41A2	156192
VILL	13599
FLNB	163830
NEK3	26950
PCDH8	5752
VPS36	38029
RNASEH2B	60783
CKAP2	21272
TBC1D4	198667
THSD1	29006
LRCH1	199872
SUCLA2	58672
RCBTB1	53613
MED4	19414
PHF11	33024
COG3	71763
LMO7	239437
SCEL	109590
ITM2B	37152
SPRY2	5151
NUDT15	9496
EDNRB	80041
RCBTB2	46933
LCP1	56255
SETDB2	50730
SCRN1	70187
C7orf25	2818
TNS3	306958
SPDYE1	9235
CHST12	44874
IGF2BP3	160283
GPNMB	28334
RAPGEF5	238920
RAC1	29441
KDELR2	23064
IL6	4799
ZDHHC4	11921
AOAH	211606
BZW2	60390
DGKB	829810
TBRG4	11648
DDX56	9122
HUS1	16328
NACAD	8533
DBNL	24755
CCM2	76283
MYO1G	16354
TTYH3	32817
MMD2	53190
CIDEB	6340
TTC5	19725
NKX2-8	2611
NKX2-1	3836
MTHFS	53739
ADAMTS7	52259
IREB2	64026
ALPK3	56803
TM6SF1	29764
CIB2	26840
CALCOCO2	34211
RSAD1	7115
NMT1	47700
MYCBPAP	23063
VEZF1	16703
CHAD	4385
TACO1	7472
TEX2	116034
DCAF7	43791
GH2	1730
CSH1	1657
LIMD2	4238
BRIP1	184390
RTP4	3692
ACTL6A	25526
NDUFB5	22854
MRPL47	16354
TRA2B	23457
SCN2A	152891
TBR1	9574
ERMN	9082
GALNT5	60787
SCN7A	83399
TANK	99268
BLK	70213
GATA4	83068
SKIL	39121
HLX	5617
VPS45	78069
IL10	4893
KCTD3	54503
RPS6KC1	223543
CBWD2	58514
IL1RN	16124
IL1F10	7874
SMPD4	30366
WDR33	110145
CCDC115	4749
SAP130	86838
BIN1	59123
IMP4	5071
HS6ST1	53389
UGGT1	104478
GYPC	40741
STAM	72674
GAD2	88256
ABI1	114492
YME1L1	44310
DNAJC1	247183
NIPSNAP3A	12438
LRRC8A	35928
CDK9	4759
TXN	12698
ODF2	46108
TOR1B	8098
C9orf78	7986
SMC2	47160
KLF4	4918
TOR1A	11195
RALGPS1	308385
OR1J1	969
OR13C9	957
ST6GALNAC4	9156
TMOD1	100564
DAB2IP	218429
STXBP1	80660
SLC2A8	10761
ANGPTL2	35288
CDK5RAP2	191302
ZFP37	18348
SLC31A2	13134
SLC31A1	42949
TLR4	20333
ZNF189	11807
ALDOB	15215
STX17	67881
PRPF4	17272
FPGS	11224
USP20	46422
BAAT	24590
KIF12	7420
ATP6V1G1	11111
TEX10	50859
GARNL3	129888
MRPL50	10986
DPM2	3390
WDR38	4475
TSTD2	33289
GABBR2	420827
HEMGN	18062
PSMB7	61978
NR5A1	26164
RABEPK	33620
GOLGA1	62809
XPA	22501
NCBP1	40326
ANP32B	32603
OR1L4	936
PDCL	10492
RPL35	4075
LMX1B	87105
ARPC5L	15604
ENPP2	116305
DSCC1	21919
DERL1	29260
MYC	7518
IL33	42835
RANBP6	4600
POLR1E	17763
PLAA	44024
IL11RA	9718
UBAP2	127507
APTX	52505
RNF38	64799
TLN1	35248
CCL21	1132
SIT1	1637
IFNA21	1024
DMRT1	127394
DNAJB5	9156
SPAG8	4478
DCTN3	6979
CD72	8432
TMEM8B	36288
GRHPR	14295
ALDH1B1	5960
HINT2	2083
IGFBPL1	17927
DENND4C	143589
RPS6	4522
CNPY3	10158
FOXP4	56004
PPIL1	19975
KLC4	15463
KIF13A	228453
GMPR	56963
TFAP2A	23384
SLC22A7	7279
YIPF3	5095
TMEM14B	12016
TMEM63B	28606
FRS3	9725
TJAP1	29034
CAPN11	25582
TINAG	81702
HCRTR2	176281
KIAA0319	102085
IRF4	19692
SLC22A23	187587
TUBB2A	3879
LRRC1	129121
GCM1	21881
FOXF2	6028
BPHL	34868
RIPK1	51221
TUBB2B	3377
HMGA1	9359
TCF19	5627
FLOT1	15143
IER3	1349
MDC1	17475
PGBD1	21013
TPMT	26859
CLPS	2363
RNF144B	81525
NRM	3374
MTCH1	18417
VARS2	12252
TAF8	32749
FAM8A1	11414
C6orf52	23380
FGFBP1	3164
FGFBP2	2931
CPEB2	67671
FHDC1	43349
TLR2	21981
TTC29	239249
MYO7A	86995
FCHSD2	305574
ARRB1	91540
SLCO2B1	55443
ANKRD42	62388
IL18BP	3896
NUMA1	77830
CCDC90B	27316
SYTL2	116939
RAB30	98765
CREBZF	7566
LRRC32	13224
PRCP	78801
NARS2	138903
RNF121	68876
MRPL15	13274
PI15	30496
TTPA	26566
GGH	23728
SLCO5A1	167933
SULF1	194289
TGS1	53000
SDCBP	29937
NEK1	219727
DDX60	102459
SORL1	181450
TMPRSS4	44813
BUD13	24829
TRPC6	132444
MMP7	10240
MMP20	48501
MMP27	14283
DCUN1D5	41475
YAP1	122978
TRIM29	26828
SLC37A4	6766
BTG4	44861
POU2F3	83308
RDX	121833
PPP2R1B	39477
FDX1	34937
C11orf1	6435
FXYD6	40450
ARHGAP20	136154
FXYD2	8033
MMP13	12738
TMPRSS13	28762
CASP1	9702
CASP5	28934
ALKBH8	63009
MAP2K5	264412
UNC13C	655001
CTDSPL2	101410
SLTM	54630
THBS1	18388
MAPKBP1	53372
NUSAP1	48166
NDUFAF1	15144
KIF23	34079
ITGA11	135633
HAUS2	21157
RTF1	66460
PARP6	31374
RPLP1	3388
PAQR5	108869
LRRC49	196859
TUBGCP4	38671
ITPKA	9678
UACA	109005
SMAD6	80614
PLCB2	20027
TMEM62	52030
PAK6	38425
ADAM10	160899
DUOX1	35581
SLC28A2	25613
STRA6	30240
CYP19A1	130540
ZNF280D	103911
SEMA6D	590133
BCL2L10	3513
RSL24D1	16136
SPTBN5	45908
GCOM1	125654
GCHFR	3641
BCAR3	285478
TTLL7	134109
FNBP1L	106544
GTF2B	38935
BRDT	65058
RABGGTB	8831
IFI44L	25698
GIPC2	93475
ARHGAP29	78842
IFI44	14243
SLC44A5	411689
CLCA2	32383
DNASE2B	16477
DBT	62916
IFT172	45367
CGREF1	19775
HADHB	45718
KHK	13991
ADCY3	101069
PPM1B	65772
PNPT1	59784
DYNC2LI1	54282
LHCGR	68951
THUMPD2	43217
CYP1B1	8578
SULT6B1	28268
RAB1A	43448
ACTR2	43559
PREB	3920
SLC5A6	12682
ABCG5	26368
PREPL	44256
SLC3A1	46015
EMILIN1	7789
FBXO11	98874
SIX3	4370
CENPO	29262
LRPPRC	109766
TRIM54	25007
DTNB	296432
ACTR1A	23484
CYP2C9	51434
CYP2C8	32726
MYOF	175906
LOXL4	20505
STAMBPL1	43243
CH25H	1689
LBX1	1985
ATAD1	66720
BTBD16	66875
KIF11	62266
TACC2	265380
DUSP5	13627
CALHM2	5585
